"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"614501","occ","","","66054","Cunctocrinus fortunatus","species","217281","","Cunctocrinus fortunatus","species","217281","Givetian","","387.7","382.7","15023","US","Indiana","","estimated from map","2","outcrop","SE1/4,NE1/4,T30N,R15E, Woodburn South 7.5' quad; Midwest Aggregate Quarry","gp_mid","-51.92","-31.29","101"
"614534","occ","","","66055","Gilbertsocrinus sp.","genus","31623","","Gilbertsocrinus","genus","31623","Givetian","","387.7","382.7","15023","US","Indiana","","estimated from map","2","outcrop","SE1/4,NE1/4,T30N,R15E, Woodburn South 7.5' quad; Midwest Aggregate Quarry","gp_mid","-51.92","-31.29","101"
"614554","occ","20702","","66056","Decadocrinus sp.","genus","32131","","Decadocrinus","genus","32131","Givetian","","387.7","382.7","27441","US","Indiana","","estimated from map","2","outcrop","SE1/4,NE1/4,T30N,R15E, Woodburn South 7.5' quad; Midwest Aggregate Quarry","gp_mid","-51.92","-31.29","101"
"614769","occ","","","66080","Encrinus lithiformis","species","32698","species not entered","Encrinus","genus","32698","Anisian","","247.2","242","18927","DE","","","based on nearby landmark","minutes","small collection","Niesen lies almsot due East of Willbadessen","gp_mid","27.91","30.15","315"
"615052","occ","","","66107","Delocrinus sp.","genus","32132","","Delocrinus","genus","32132","Kasimovian","","307","303.7","18932","US","Texas","","estimated from map","seconds","hand sample","","gp_mid","-33.52","-6.21","101"
"616465","occ","","","66285","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Tournaisian","","358.9","346.7","18967","MA","","","stated in text","seconds","small collection","N slope of Jebel Debouaa, 2.5 km E of Mfis, 18 km NE of Taouz","gp_mid","-17.41","-51.05","714"
"616562","occ","","","66287","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Tournaisian","","358.9","346.7","18967","MA","","","stated in text","seconds","small collection","N slope of Jebel Debouaa, 2.5 km E of Mfis, 18 km NE of Taouz","gp_mid","-17.41","-51.05","714"
"617680","occ","","","66384","Pentacrinus sp.","genus","66256","","Pentacrinus","genus","66256","Toarcian","","182.7","174.1","18980","IT","","","based on nearby landmark","minutes","outcrop","W of the village Chiusa di Camposilvano, Lessinian Alps","gp_mid","34.81","28.63","307"
"617689","occ","","","66385","Pentacrinus sp.","genus","66256","","Pentacrinus","genus","66256","Aalenian","","174.1","170.3","18980","IT","","","based on nearby landmark","minutes","outcrop","W of the village Chiusa di Camposilvano, Lessinian Alps","gp_mid","36.12","25.45","307"
"617699","occ","","","66386","Pentacrinus sp.","genus","66256","","Pentacrinus","genus","66256","Aalenian","","174.1","170.3","18980","IT","","","based on nearby landmark","minutes","outcrop","W of the village Chiusa di Camposilvano, Lessinian Alps","gp_mid","36.12","25.45","307"
"617702","occ","","","66387","Pentacrinus sp.","genus","66256","","Pentacrinus","genus","66256","Aalenian","","174.1","170.3","18980","IT","","","based on nearby landmark","minutes","outcrop","W of the village Chiusa di Camposilvano, Lessinian Alps","gp_mid","36.12","25.45","307"
"617721","occ","","","66390","Pentacrinus sp.","genus","66256","","Pentacrinus","genus","66256","Aalenian","","174.1","170.3","18980","IT","","","based on nearby landmark","minutes","outcrop","100 m NNE of the village of Covolo (district of Velo Veronese), Lessinian Alps","gp_mid","36.12","25.45","307"
"617728","occ","","","66391","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Bajocian","","170.3","168.3","18980","IT","","","based on nearby landmark","minutes","outcrop","100 m NNE of the village of Covolo (district of Velo Veronese), Lessinian Alps","gp_mid","36.28","24.10","307"
"621630","occ","","","66932","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Lacian","","221.5","215.56","19059","AT","","","stated in text","seconds","outcrop","E of Karlhochkogel, SE Hochschwab Massif, Steiermark (Styria)","gp_mid","32.90","18.98","307"
"622308","occ","","","67003","Isocrinus sp.","genus","32612","","Isocrinus","genus","32612","Tuvalian","","232","221.5","19096","CA","British Columbia","","based on nearby landmark","minutes","outcrop","","gp_mid","-38.50","35.64","101"
"622309","occ","","","67003","cf. Balanocrinus sp.","genus","32600","","Balanocrinus","genus","32600","Tuvalian","","232","221.5","19096","CA","British Columbia","","based on nearby landmark","minutes","outcrop","","gp_mid","-38.50","35.64","101"
"622662","occ","","","67031","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Danian","","66","61.6","19080","AA","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Seymour Island, Antarctica. No specific locality given in text. LAT/LONG: estimated from tetx-fig. 1 of Stilwell et al. (2004).","gp_mid","-70.76","-60.64","803"
"622738","occ","","","67068","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Danian","","66","61.6","19080","AA","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Seymour Island, Antarctica. No specific locality given in text. LAT/LONG: estimated from tetx-fig. 1 of Stilwell et al. (2004).","gp_mid","-70.76","-60.64","803"
"622778","occ","","","67058","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Danian","","66","61.6","19080","AA","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Seymour Island, Antarctica. No specific locality given in text. LAT/LONG: estimated from tetx-fig. 1 of Stilwell et al. (2004).","gp_mid","-70.76","-60.64","803"
"622836","occ","","","67044","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Danian","","66","61.6","19080","AA","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Seymour Island, Antarctica. No specific locality given in text. LAT/LONG: estimated from tetx-fig. 1 of Stilwell et al. (2004).","gp_mid","-70.76","-60.64","803"
"622847","occ","","","67038","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Danian","","66","61.6","19080","AA","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Seymour Island, Antarctica. No specific locality given in text. LAT/LONG: estimated from tetx-fig. 1 of Stilwell et al. (2004).","gp_mid","-70.76","-60.64","803"
"623516","occ","","","67113","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Gzhelian","","303.7","298.9","19142","SI","","","based on nearby landmark","minutes","outcrop","100 m N of Spodnja Pocivala 1, S of Javorniski rovt, near Jesenice","gp_mid","29.24","-11.98","307"
"626934","occ","","","67608","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Early Callovian","","164.7","161.2","17728","IN","","Kachchh","","minutes","","Jara Dome","gp_mid","45.88","-28.96","501"
"627184","occ","","","67647","Encrinus liliiformis","species","32698","species not entered","Encrinus","genus","32698","Illyrian","","247.2","242","19307","DE","","","based on nearby landmark","minutes","local area","Wollmershausen area, NW of Crailsheim, Baden-Württemberg","gp_mid","29.20","27.90","305"
"627266","occ","","","67652","Encrinus sp.","genus","32698","","Encrinus","genus","32698","Ladinian","","242","237","19312","DE","","","based on nearby landmark","minutes","local area","Wendelstein-Kampenwand area, S of Rosenheim, S Bayern","gp_mid","30.15","27.81","305"
"627661","occ","","","67687","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rhaetian","","208.5","201.3","19335","PG","","","stated in text","minutes","outcrop","W of Kundiawa","gp_mid","119.04","-39.55","800"
"629665","occ","","","67866","Millericrinus sp.","genus","32542","","Millericrinus","genus","32542","Oxfordian","","163.5","157.3","19398","ES","","","based on nearby landmark","minutes","small collection","SE of Albacete, Castilla-La Mancha","gp_mid","16.13","22.04","304"
"629692","occ","","","67867","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Oxfordian","","163.5","157.3","19398","ES","","","based on nearby landmark","minutes","small collection","between Elche de la Sierra and Yeste, Albacete, Castilla-La Mancha","gp_mid","15.44","22.02","304"
"629704","occ","","","67868","Dolichocrinus aberrans","species","32711","species not entered","Dolichocrinus","genus","32711","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629705","occ","","","67868","Eugeniacrinites caryophilites","species","32563","species not entered","Eugeniacrinites","genus","32563","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629706","occ","","","67868","Eugeniacrinites quenstedti","species","32563","species not entered","Eugeniacrinites","genus","32563","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629707","occ","","","67868","Pilocrinus moussoni","species","32578","species not entered","Pilocrinus","genus","32578","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629708","occ","","","67868","Cyrtocrinus nutans","species","32559","species not entered","Cyrtocrinus","genus","32559","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629709","occ","","","67868","Millericrinus annulatus","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629710","occ","","","67868","Millericrinus convexus","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629711","occ","","","67868","Millericrinus echinatus","species","322983","","Millericrinus echinatus","species","322982","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629712","occ","","","67868","Millericrinus etalloni","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629713","occ","","","67868","Millericrinus goupilianus","species","322985","corrected to","Millericrinus goupili","species","322985","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629714","occ","","","67868","Millericrinus granulosus","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629715","occ","","","67868","Millericrinus knorri","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629716","occ","","","67868","Millericrinus milleri","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629717","occ","","","67868","Millericrinus multipunctatus","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629718","occ","","","67868","Millericrinus rotiformis","species","322984","","Millericrinus rotiformis","species","322984","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629719","occ","","","67868","Millericrinus thiollieri","species","32542","species not entered","Millericrinus","genus","32542","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629720","occ","","","67868","Balanocrinus dumortieri","species","32600","species not entered","Balanocrinus","genus","32600","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629721","occ","","","67868","Balanocrinus subteres","species","305898","","Balanocrinus subteres","species","305897","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629722","occ","","","67868","Margocrinus modestus","species","32615","species not entered","Margocrinus","genus","32615","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629723","occ","","","67868","Chariocrinus ? burgundicus","species","32603","species not entered","Chariocrinus","genus","32603","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629724","occ","","","67868","Isocrinus amblyscalaris","species","32612","species not entered","Isocrinus","genus","32612","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"629725","occ","","","67868","""Pentacrinus"" cingulatissimus","species","66256","species not entered","Pentacrinus","genus","66256","Callovian","Oxfordian","166.1","157.3","19399","UA","","","based on nearby landmark","minutes","local area","incl. Gora Lysaya, S Crimea","gp_mid","47.46","33.64","302"
"633530","occ","","","68189","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Oxfordian","","163.5","157.3","19611","FR","","","based on nearby landmark","minutes","outcrop","S of Nyons, Drome, Rhone-Alpes","gp_mid","22.64","27.68","305"
